No,Năm,Tháng,Khách Hàng C2,Khách hàng C1,Tỉnh,Sản phẩm,Số lượng,Doanh thu,Nhóm sản phẩm
195,2019,Feb,TGG-182,TGG013,Tiền Giang,MTL,13.0,107017352.832,Fungicide
196,2019,Mar,TGG-182,TGG013,Tiền Giang,MTL,12.0,98785248.768,Fungicide
197,2019,Mar,TGG-182,TGG013,Tiền Giang,GN,2.0,5236581.12,Bio-organic
198,2018,Oct,BDH-013,BDH005,Bình Định,HO,1.0,7191405.952,Fungicide
199,2018,Oct,BDH-013,BDH005,Bình Định,JN,1.0,5881847.04,Insecticide
200,2018,Oct,BDH-013,BDH005,Bình Định,RA,2.0,13567129.6,Fungicide
201,2018,Oct,BDH-013,BDH005,Bình Định,UQE,1.0,6579230.592,Fungicide
202,2018,Oct,BDH-013,BDH005,Bình Định,RA,2.1875,14839048.0,Fungicide
203,2018,Oct,BDH-013,BDH005,Bình Định,JN,1.0,5881847.04,Insecticide
204,2018,Dec,TGG-011,TGG004,Tiền Giang,MTL,3.0,24696312.192,Fungicide
205,2018,Dec,TGG-011,TGG004,Tiền Giang,MTL,3.0,24696312.192,Fungicide
206,2018,Dec,TGG-011,TGG004,Tiền Giang,MTL,3.0,24696312.192,Fungicide
207,2018,Dec,TGG-011,TGG004,Tiền Giang,MTL,3.0,24696312.192,Fungicide
208,2018,Dec,TGG-011,TGG004,Tiền Giang,MTL,3.0,24696312.192,Fungicide
209,2018,Dec,TGG-011,TGG004,Tiền Giang,JO,1.0,3318983.168,Fungicide
210,2018,Dec,TGG-011,TGG004,Tiền Giang,MTL,5.0,41160520.32,Fungicide
211,2018,Sept,PYN-004,PYN004,Phú Yên,TN,1.5625,22460217.6,Herbicide & Molluscicide
212,2018,Sept,PYN-004,PYN004,Phú Yên,TN,1.5625,22460217.6,Herbicide & Molluscicide
213,2018,Oct,DTP-014,DTP015,Đồng Tháp,MTL,3.0,24696312.192,Fungicide
214,2018,Dec,DTP-014,DTP015,Đồng Tháp,MTL,20.0,164642081.28,Fungicide
215,2018,Dec,DTP-014,DTP015,Đồng Tháp,PAN,2.0,3221366.016,Herbicide & Molluscicide
216,2018,Dec,DTP-015,DTP015,Đồng Tháp,MTL,20.0,164642081.28,Fungicide
217,2018,Dec,DTP-015,DTP015,Đồng Tháp,GN,1.0,2618290.56,Bio-organic
218,2018,Dec,DTP-019,DTP015,Đồng Tháp,MTL,20.0,164642081.28,Fungicide
219,2018,Dec,DTP-019,DTP015,Đồng Tháp,PAN,1.0,1610683.008,Herbicide & Molluscicide
220,2019,Mar,QTI-002,QTI001,Quảng Trị,FI,5.0,56729628.8,Herbicide & Molluscicide
221,2019,Mar,QTI-002,QTI001,Quảng Trị,EL,6.0,45714608.64,Herbicide & Molluscicide
222,2019,Mar,QTI-002,QTI001,Quảng Trị,FAX,10.0,27572709.12,Herbicide & Molluscicide
223,2019,Mar,QTI-002,QTI001,Quảng Trị,WR,6.0,24609449.472,Insecticide
224,2019,Mar,QTI-002,QTI001,Quảng Trị,FY,5.0,48014402.56,Fungicide
225,2019,Mar,QTI-002,QTI001,Quảng Trị,FY,2.0,16998620.672,Fungicide
226,2019,Mar,QTI-002,QTI001,Quảng Trị,SR,3.0,9512708.736,Fungicide
227,2019,Mar,QTI-002,QTI001,Quảng Trị,FL,2.0,13108825.344,Fungicide
228,2019,Mar,QTI-002,QTI001,Quảng Trị,MTL,1.0,8386802.432,Fungicide
229,2018,Sept,DLK-116,DLK016,Đắk Lắk,MPT,4.0,18110463.488,Insecticide
230,2018,Sept,DLK-116,DLK016,Đắk Lắk,EL,2.0,15238202.88,Herbicide & Molluscicide
231,2018,Sept,DLK-116,DLK016,Đắk Lắk,MPT,2.0,9055231.744,Insecticide
232,2018,Sept,DLK-116,DLK016,Đắk Lắk,EL,2.0,15238202.88,Herbicide & Molluscicide
233,2018,Sept,DLK-116,DLK016,Đắk Lắk,MPT,4.0,18110463.488,Insecticide
234,2018,Sept,DLK-116,DLK016,Đắk Lắk,EL,2.0,15238202.88,Herbicide & Molluscicide
235,2018,Dec,DLK-116,DLK016,Đắk Lắk,MPT,3.0,7656328.32,Insecticide
236,2018,Dec,DLK-116,DLK016,Đắk Lắk,MTL,3.1,25519522.5984,Fungicide
237,2018,Sept,DLK-117,DLK016,Đắk Lắk,MPT,3.0,13582847.616,Insecticide
238,2018,Sept,DLK-117,DLK016,Đắk Lắk,EL,1.0,7619101.44,Herbicide & Molluscicide
239,2018,Oct,DLK-117,DLK016,Đắk Lắk,MPT,4.0,18110463.488,Insecticide
240,2018,Oct,DLK-117,DLK016,Đắk Lắk,EL,2.0,15238202.88,Herbicide & Molluscicide
241,2018,Dec,DLK-117,DLK016,Đắk Lắk,MPT,5.0,12760547.2,Insecticide
242,2018,Dec,DLK-117,DLK016,Đắk Lắk,MTL,2.5,20580260.16,Fungicide
243,2018,Dec,DLK-118,DLK016,Đắk Lắk,MPT,1.0,2552109.44,Insecticide
244,2018,Dec,DLK-118,DLK016,Đắk Lắk,MTL,2.05,16875813.3312,Fungicide
245,2018,Dec,DLK-118,DLK016,Đắk Lắk,SO,1.0,1288877.312,PHG & Fertilizer
246,2018,Dec,DLK-122,DLK016,Đắk Lắk,MPT,2.5,6380273.6,Insecticide
247,2018,Dec,DLK-122,DLK016,Đắk Lắk,MTL,1.0,8232104.064,Fungicide
248,2018,Dec,DLK-122,DLK016,Đắk Lắk,SO,5.0,6444386.56,PHG & Fertilizer
249,2018,Dec,DLK-123,DLK016,Đắk Lắk,MPT,0.75,1914082.08,Insecticide
250,2018,Dec,DLK-123,DLK016,Đắk Lắk,MTL,2.0,16464208.128,Fungicide
251,2018,Dec,DLK-123,DLK016,Đắk Lắk,SO,2.0,2577754.624,PHG & Fertilizer
252,2018,Oct,LDG-237,LDG018,Lâm Đồng,RA,3.0,25435886.208,Fungicide
253,2018,Oct,LDG-237,LDG018,Lâm Đồng,MTL,2.0,16464208.128,Fungicide
254,2018,Oct,LDG-237,LDG018,Lâm Đồng,JD,1.0,2222858.368,Insecticide
255,2018,Oct,LDG-237,LDG018,Lâm Đồng,MPT,0.55,2490188.7296,Insecticide
256,2019,Feb,BTN-009,BTN002,Bình Thuận,FI,2.0,22691851.52,Herbicide & Molluscicide
257,2019,Feb,BTN-009,BTN002,Bình Thuận,MTL,6.0,49392624.384,Fungicide
258,2019,Feb,BTN-009,BTN002,Bình Thuận,SR,2.0,13785527.296,Fungicide
259,2019,Feb,BTN-009,BTN002,Bình Thuận,JN,5.0,24673148.8,Insecticide
260,2019,Feb,BTN-009,BTN002,Bình Thuận,MPT,2.0,9055231.744,Insecticide
261,2019,Jan,BTN-009,BTN002,Bình Thuận,FI,1.0,11345925.76,Herbicide & Molluscicide
262,2019,Jan,BTN-009,BTN002,Bình Thuận,JN,4.0,19738519.04,Insecticide
263,2019,Jan,BTN-009,BTN002,Bình Thuận,MPT,1.0,4527615.872,Insecticide
264,2019,Jan,BTN-009,BTN002,Bình Thuận,MTL,1.0,8232104.064,Fungicide
265,2018,Dec,DTP-020,DTP015,Đồng Tháp,MTL,19.0,156409977.216,Fungicide
266,2018,Dec,DTP-020,DTP015,Đồng Tháp,SR,1.0,6857191.296,Fungicide
267,2018,Dec,DTP-020,DTP015,Đồng Tháp,PAN,2.0,3221366.016,Herbicide & Molluscicide
268,2018,Dec,GLI-009,GLI002,Gia Lai,HO,7.0,50339841.664,Fungicide
269,2018,Dec,GLI-009,GLI002,Gia Lai,MTL,1.0,8232104.064,Fungicide
270,2018,Dec,GLI-009,GLI002,Gia Lai,JN,2.0,9869259.52,Insecticide
271,2018,Dec,GLI-009,GLI002,Gia Lai,MPT,6.0,29414198.783999998,Insecticide
272,2018,Dec,GLI-009,GLI002,Gia Lai,JN,1.0,4934629.76,Insecticide
273,2019,Feb,GLI-009,GLI002,Gia Lai,MTL,5.0,41160520.32,Fungicide
274,2019,Feb,GLI-009,GLI002,Gia Lai,SO,15.0,19333159.68,PHG & Fertilizer
275,2019,Feb,GLI-009,GLI002,Gia Lai,FI,9.0,102113331.84,Herbicide & Molluscicide
276,2019,Feb,GLI-009,GLI002,Gia Lai,EL,8.0,60952811.52,Herbicide & Molluscicide
277,2019,Feb,GLI-009,GLI002,Gia Lai,MPT,15.0,70420848.0,Insecticide
278,2019,Feb,GLI-009,GLI002,Gia Lai,MTL,5.0,41934012.16,Fungicide
279,2019,Feb,GLI-009,GLI002,Gia Lai,HO,3.0,21574217.856,Fungicide
280,2019,Feb,GLI-009,GLI002,Gia Lai,RA,4.0,33914514.944,Fungicide
281,2019,Feb,GLI-009,GLI002,Gia Lai,HO,3.0,21574217.856,Fungicide
282,2019,Feb,GLI-009,GLI002,Gia Lai,EL,3.0,22857304.32,Herbicide & Molluscicide
283,2019,Mar,GLI-009,GLI002,Gia Lai,EL,3.0,22857304.32,Herbicide & Molluscicide
284,2019,Mar,GLI-009,GLI002,Gia Lai,MTL,4.0,32928416.256,Fungicide
285,2019,Mar,GLI-009,GLI002,Gia Lai,GN,1.0,2734107.52,Bio-organic
286,2019,Mar,GLI-009,GLI002,Gia Lai,MTL,5.0,41160520.32,Fungicide
287,2019,Mar,GLI-009,GLI002,Gia Lai,HO,5.0,34674770.56,Fungicide
288,2019,Mar,GLI-009,GLI002,Gia Lai,GN,2.0,5468215.04,Bio-organic
289,2019,Mar,GLI-009,GLI002,Gia Lai,FI,2.0,22691851.52,Herbicide & Molluscicide
290,2019,Mar,GLI-009,GLI002,Gia Lai,HO,3.0,21574217.856,Fungicide
291,2019,Mar,GLI-009,GLI002,Gia Lai,RA,4.0,33914514.944,Fungicide
292,2019,Mar,GLI-009,GLI002,Gia Lai,MPT,6.0,29414198.783999998,Insecticide
293,2019,Mar,GLI-009,GLI002,Gia Lai,JN,1.0,4934629.76,Insecticide
294,2019,Mar,GLI-009,GLI002,Gia Lai,HO,7.0,50339841.664,Fungicide
295,2019,Mar,GLI-009,GLI002,Gia Lai,MTL,1.0,8232104.064,Fungicide
296,2019,Mar,GLI-009,GLI002,Gia Lai,JN,2.0,9869259.52,Insecticide
297,2019,Mar,GLI-009,GLI002,Gia Lai,HO,3.0,17337798.912,Fungicide
298,2019,Mar,GLI-009,GLI002,Gia Lai,MTL,4.0,33547209.728,Fungicide
299,2018,Sept,DLK-006,DLK004,Đắk Lắk,MTL,1.0,8232104.064,Fungicide
300,2018,Sept,DLK-006,DLK004,Đắk Lắk,MPT,2.0,9804732.928,Insecticide
301,2018,Sept,DLK-006,DLK004,Đắk Lắk,MPT,2.0,9055231.744,Insecticide
302,2018,Sept,DLK-006,DLK004,Đắk Lắk,SR,1.0,6892763.648,Fungicide
303,2018,Sept,DLK-006,DLK004,Đắk Lắk,MTL,2.0,16464208.128,Fungicide
304,2018,Sept,DLK-006,DLK004,Đắk Lắk,HO,1.0,7191405.952,Fungicide
305,2018,Dec,TGG-018,TGG012,Tiền Giang,MTL,7.0,57624728.448,Fungicide
306,2018,Dec,TGG-018,TGG012,Tiền Giang,FY,2.0,19104834.816,Fungicide
307,2018,Dec,TGG-018,TGG012,Tiền Giang,PAN,3.0,4832049.024,Herbicide & Molluscicide
308,2018,Dec,TGG-018,TGG012,Tiền Giang,MPT,3.0,13582847.616,Insecticide
309,2018,Dec,TGG-018,TGG012,Tiền Giang,RA,4.0,27134259.2,Fungicide
310,2018,Dec,TGG-018,TGG012,Tiền Giang,MTL,5.0,41160520.32,Fungicide
311,2018,Dec,TGG-018,TGG012,Tiền Giang,FL,3.0,16769468.544,Fungicide
312,2018,Dec,TGG-018,TGG012,Tiền Giang,MPT,4.0,18110463.488,Insecticide
313,2019,Jan,TGG-018,TGG012,Tiền Giang,MTL,4.0,32928416.256,Fungicide
314,2019,Jan,TGG-018,TGG012,Tiền Giang,FY,1.0,9552417.408,Fungicide
315,2019,Jan,TGG-018,TGG012,Tiền Giang,MPT,2.0,9055231.744,Insecticide
316,2019,Feb,TGG-018,TGG012,Tiền Giang,FL,3.0,16769468.544,Fungicide
317,2019,Feb,TGG-018,TGG012,Tiền Giang,MTL,10.0,82321040.64,Fungicide
318,2019,Feb,TGG-018,TGG012,Tiền Giang,MPT,4.0,18110463.488,Insecticide
319,2018,Nov,LDG-232,LDG014,Lâm Đồng,MTL,10.0,82321040.64,Fungicide
320,2018,Nov,LDG-232,LDG014,Lâm Đồng,HO,5.0,35957029.76,Fungicide
321,2018,Nov,LDG-232,LDG014,Lâm Đồng,GO,5.0,8214731.52,Insecticide
322,2018,Nov,LDG-232,LDG014,Lâm Đồng,MPT,3.0,14707099.391999999,Insecticide
323,2018,Nov,LDG-232,LDG014,Lâm Đồng,MPT,3.0,13582847.616,Insecticide
324,2019,Mar,LDG-232,LDG014,Lâm Đồng,MTL,2.0,16464208.128,Fungicide
325,2019,Mar,LDG-232,LDG014,Lâm Đồng,HO,2.0,14382811.904,Fungicide
326,2019,Mar,LDG-232,LDG014,Lâm Đồng,GO,5.0,8214731.52,Insecticide
327,2019,Mar,LDG-232,LDG014,Lâm Đồng,MPT,3.0,14707099.391999999,Insecticide
328,2019,Mar,LDG-232,LDG014,Lâm Đồng,MPT,3.0,13582847.616,Insecticide
329,2018,Oct,DLK-007,DLK004,Đắk Lắk,SR,1.0,6892763.648,Fungicide
330,2018,Oct,DLK-007,DLK004,Đắk Lắk,HO,2.0,14382811.904,Fungicide
331,2018,Sept,DLK-007,DLK004,Đắk Lắk,MTL,3.0,24696312.192,Fungicide
332,2018,Dec,LAN-022,LAN032,Long An,HO,5.0,35957029.76,Fungicide
333,2018,Dec,LAN-022,LAN032,Long An,MTL,5.0,41934012.16,Fungicide
334,2018,Dec,LAN-022,LAN032,Long An,PAN,6.0,9664098.048,Herbicide & Molluscicide
335,2018,Dec,LAN-022,LAN032,Long An,MTL,10.0,82321040.64,Fungicide
336,2018,Oct,QNM-013,QNM010,Quảng Nam,MPO,4.0,23557831.475200005,PCO
337,2018,Oct,QNM-013,QNM010,Quảng Nam,MTL,5.0,41934012.16,Fungicide
338,2018,Oct,QNM-013,QNM010,Quảng Nam,SO,4.0,8424856.576,PHG & Fertilizer
339,2018,Oct,QNM-013,QNM010,Quảng Nam,MPT,3.0,14707099.391999999,Insecticide
340,2018,Oct,LDG-013,LDG018,Lâm Đồng,GN,2.0,5236581.12,Bio-organic
341,2018,Oct,LDG-013,LDG018,Lâm Đồng,RA,2.0,16957257.472,Fungicide
342,2018,Oct,LDG-013,LDG018,Lâm Đồng,MTL,1.0,8232104.064,Fungicide
343,2018,Oct,LDG-013,LDG018,Lâm Đồng,GO,10.0,16429463.04,Insecticide
344,2018,Oct,LDG-013,LDG018,Lâm Đồng,GO,2.0,3285892.608,Insecticide
345,2018,Oct,LDG-013,LDG018,Lâm Đồng,GN,2.0,5236581.12,Bio-organic
346,2018,Oct,LDG-013,LDG018,Lâm Đồng,MPT,0.05,226380.7936,Insecticide
347,2018,Oct,LDG-013,LDG018,Lâm Đồng,RA,2.0,16957257.472,Fungicide
348,2018,Oct,LDG-013,LDG018,Lâm Đồng,MTL,1.0,8232104.064,Fungicide
349,2018,Dec,TGG-179,TGG004,Tiền Giang,MTL,3.0,24696312.192,Fungicide
350,2018,Dec,TGG-179,TGG004,Tiền Giang,MTL,3.0,24696312.192,Fungicide
351,2018,Dec,TGG-179,TGG004,Tiền Giang,MTL,3.0,24696312.192,Fungicide
352,2018,Dec,TGG-179,TGG004,Tiền Giang,MTL,3.0,24696312.192,Fungicide
353,2018,Dec,TGG-179,TGG004,Tiền Giang,JO,1.0,3318983.168,Fungicide
354,2018,Dec,TGG-179,TGG004,Tiền Giang,MTL,5.0,41160520.32,Fungicide
355,2019,Feb,TGG-179,TGG004,Tiền Giang,JO,1.0,3318983.168,Fungicide
356,2019,Feb,TGG-179,TGG004,Tiền Giang,MTL,4.0,32928416.256,Fungicide
357,2019,Feb,TGG-179,TGG004,Tiền Giang,JO,1.0,3318983.168,Fungicide
358,2019,Feb,TGG-179,TGG004,Tiền Giang,MTL,4.0,32928416.256,Fungicide
359,2019,Mar,TGG-179,TGG004,Tiền Giang,MTL,5.0,41160520.32,Fungicide
360,2019,Mar,TGG-179,TGG004,Tiền Giang,JN,6.0,35291082.24,Insecticide
361,2019,Mar,TGG-179,TGG004,Tiền Giang,MTL,3.0,25160407.296,Fungicide
362,2019,Mar,TGG-179,TGG004,Tiền Giang,GN,2.0,5468215.04,Bio-organic
363,2019,Mar,TGG-179,TGG004,Tiền Giang,MTL,2.0,16773604.864,Fungicide
364,2019,Feb,VLG-004,DTP006,Vĩnh Long,MTL,21.0,172874185.344,Fungicide
365,2019,Jan,LDG-015,LDG005,Lâm Đồng,MTL,1.0,8232104.064,Fungicide
366,2019,Jan,LDG-015,LDG005,Lâm Đồng,WR,1.0,4663287.168,Insecticide
367,2019,Jan,LDG-015,LDG005,Lâm Đồng,RA,6.0,50871772.416,Fungicide
368,2019,Jan,LDG-015,LDG005,Lâm Đồng,MPT,3.0,13582847.616,Insecticide
369,2019,Jan,LDG-015,LDG005,Lâm Đồng,MPT,2.0,9804732.928,Insecticide
370,2019,Jan,LDG-015,LDG005,Lâm Đồng,PAN,4.0,6442732.032,Herbicide & Molluscicide
371,2019,Mar,LDG-015,LDG005,Lâm Đồng,MPT,1.0,4527615.872,Insecticide
372,2019,Mar,LDG-015,LDG005,Lâm Đồng,MPT,1.0,4902366.464,Insecticide
373,2019,Mar,LDG-015,LDG005,Lâm Đồng,PAN,1.6666666666666667,2819591.466666667,Herbicide & Molluscicide
374,2019,Mar,LDG-015,LDG005,Lâm Đồng,PAN,6.0,9664098.048,Herbicide & Molluscicide
375,2019,Mar,LDG-015,LDG005,Lâm Đồng,MPT,6.0,27165695.232,Insecticide
376,2019,Mar,LDG-015,LDG005,Lâm Đồng,MPT,2.0,9804732.928,Insecticide
377,2019,Mar,LDG-015,LDG005,Lâm Đồng,SR,1.8,12406974.5664,Fungicide
378,2019,Mar,LDG-015,LDG005,Lâm Đồng,MTL,5.0,41160520.32,Fungicide
379,2019,Mar,LDG-015,LDG005,Lâm Đồng,WR,0.8333333333333334,3886072.64,Insecticide
380,2019,Mar,LDG-015,LDG005,Lâm Đồng,RA,2.5,21196571.84,Fungicide
381,2019,Mar,LDG-017,LDG005,Lâm Đồng,PAN,4.0,6767019.52,Herbicide & Molluscicide
382,2019,Mar,LDG-017,LDG005,Lâm Đồng,PAN,1.0,1610683.008,Herbicide & Molluscicide
383,2019,Mar,LDG-017,LDG005,Lâm Đồng,SR,1.0,6892763.648,Fungicide
384,2019,Mar,LDG-017,LDG005,Lâm Đồng,MTL,1.0,8620918.144,Fungicide
385,2019,Mar,LDG-017,LDG005,Lâm Đồng,MTL,1.0,8232104.064,Fungicide
386,2019,Mar,LDG-017,LDG005,Lâm Đồng,MPT,1.0,4527615.872,Insecticide
387,2019,Mar,LDG-017,LDG005,Lâm Đồng,MPT,1.0,4902366.464,Insecticide
388,2019,Mar,LDG-017,LDG005,Lâm Đồng,JD,2.0,4445716.736,Insecticide
389,2019,Feb,LAN-023,LAN032,Long An,MTL,4.0,33547209.728,Fungicide
390,2019,Feb,LAN-023,LAN032,Long An,MTL,15.0,123481560.96,Fungicide
391,2019,Feb,LAN-023,LAN032,Long An,HO,3.0,20804862.336,Fungicide
392,2019,Feb,LAN-023,LAN032,Long An,HO,4.0,28765623.808,Fungicide
393,2019,Feb,LAN-023,LAN032,Long An,LS,5.0,32780336.0,Fungicide
394,2019,Feb,DTP-027,DTP006,Đồng Tháp,MTL,15.0,123481560.96,Fungicide
395,2019,Feb,DTP-027,DTP006,Đồng Tháp,SO,2.0,2577754.624,PHG & Fertilizer
396,2019,Feb,DTP-027,DTP006,Đồng Tháp,HO,1.0,6934954.112,Fungicide
397,2019,Feb,DTP-027,DTP006,Đồng Tháp,MTL,5.0,41160520.32,Fungicide
398,2019,Feb,DTP-027,DTP006,Đồng Tháp,SO,1.0,1288877.312,PHG & Fertilizer
399,2019,Mar,DTP-027,DTP006,Đồng Tháp,MTL,14.0,115249456.896,Fungicide
400,2019,Mar,DTP-027,DTP006,Đồng Tháp,SO,4.0,5155509.248,PHG & Fertilizer
401,2018,Nov,LDG-204,LDG014,Lâm Đồng,MTL,7.0,57624728.448,Fungicide
402,2018,Nov,LDG-204,LDG014,Lâm Đồng,LS,1.25,8195084.0,Fungicide
403,2018,Nov,LDG-204,LDG014,Lâm Đồng,JN,3.0,14803889.28,Insecticide
404,2018,Nov,LDG-204,LDG014,Lâm Đồng,MPT,2.0,9055231.744,Insecticide
405,2018,Nov,LDG-204,LDG014,Lâm Đồng,HO,3.0,21574217.856,Fungicide
406,2019,Jan,LDG-204,LDG014,Lâm Đồng,SR,1.0,6892763.648,Fungicide
407,2019,Jan,LDG-204,LDG014,Lâm Đồng,SO,2.0,2577754.624,PHG & Fertilizer
408,2019,Jan,LDG-204,LDG014,Lâm Đồng,HO,2.0,14382811.904,Fungicide
409,2019,Jan,LDG-204,LDG014,Lâm Đồng,MPT,1.0,4902366.464,Insecticide
410,2019,Jan,LDG-204,LDG014,Lâm Đồng,MPT,4.0,18110463.488,Insecticide
411,2019,Jan,LDG-204,LDG014,Lâm Đồng,MTL,5.0,41160520.32,Fungicide
412,2019,Mar,LDG-204,LDG014,Lâm Đồng,MTL,10.0,82321040.64,Fungicide
413,2019,Mar,LDG-204,LDG014,Lâm Đồng,PAN,5.0,8053415.04,Herbicide & Molluscicide
414,2019,Mar,LDG-204,LDG014,Lâm Đồng,DA,5.0,22013495.04,Insecticide
415,2019,Mar,LDG-204,LDG014,Lâm Đồng,MPT,15.0,67914238.08,Insecticide
416,2019,Mar,LDG-204,LDG014,Lâm Đồng,HO,3.0,21574217.856,Fungicide
417,2019,Feb,DTP-260,DTP015,Đồng Tháp,MTL,10.0,83868024.32,Fungicide
418,2019,Feb,DTP-260,DTP015,Đồng Tháp,MTL,27.0,222266809.728,Fungicide
419,2019,Feb,DTP-260,DTP015,Đồng Tháp,SO,10.0,12888773.12,PHG & Fertilizer
420,2019,Feb,DTP-260,DTP015,Đồng Tháp,SO,10.0,12053236.48,PHG & Fertilizer
421,2018,Oct,LDG-020,LDG005,Lâm Đồng,MTL,5.0,41160520.32,Fungicide
422,2018,Oct,LDG-020,LDG005,Lâm Đồng,MPT,1.0,4527615.872,Insecticide
423,2018,Oct,LDG-020,LDG005,Lâm Đồng,MPT,1.0,4902366.464,Insecticide
424,2018,Oct,LDG-020,LDG005,Lâm Đồng,RA,4.0,33914514.944,Fungicide
425,2018,Oct,LDG-020,LDG005,Lâm Đồng,MTL,4.0,32928416.256,Fungicide
426,2018,Oct,LDG-020,LDG005,Lâm Đồng,MPT,1.0,4527615.872,Insecticide
427,2018,Oct,LDG-020,LDG005,Lâm Đồng,PAN,13.0,20938879.104,Herbicide & Molluscicide
428,2018,Dec,LDG-020,LDG005,Lâm Đồng,HO,2.0,14382811.904,Fungicide
429,2018,Dec,LDG-020,LDG005,Lâm Đồng,RA,5.0,42393143.68,Fungicide
430,2018,Dec,LDG-020,LDG005,Lâm Đồng,MTL,5.0,41160520.32,Fungicide
431,2018,Dec,LDG-020,LDG005,Lâm Đồng,MPT,7.0,31693311.104,Insecticide
432,2018,Dec,LDG-020,LDG005,Lâm Đồng,JN,3.0,14803889.28,Insecticide
433,2018,Dec,LDG-020,LDG005,Lâm Đồng,PAN,10.0,16106830.08,Herbicide & Molluscicide
434,2019,Mar,LDG-020,LDG005,Lâm Đồng,PAN,20.0,32213660.16,Herbicide & Molluscicide
435,2019,Mar,LDG-020,LDG005,Lâm Đồng,RA,1.5,12717943.104,Fungicide
436,2018,Oct,LDG-021,LDG018,Lâm Đồng,JN,1.0,4934629.76,Insecticide
437,2018,Oct,LDG-021,LDG018,Lâm Đồng,MPT,0.05,226380.7936,Insecticide
438,2018,Oct,LDG-021,LDG018,Lâm Đồng,MPT,0.05,226380.7936,Insecticide
439,2018,Oct,LDG-021,LDG018,Lâm Đồng,MPT,4.0,18110463.488,Insecticide
440,2018,Oct,TGG-026,TGG001,Tiền Giang,MPT,5.0,22638079.36,Insecticide
441,2018,Oct,TGG-026,TGG001,Tiền Giang,JN,5.0,24673148.8,Insecticide
442,2018,Oct,TGG-026,TGG001,Tiền Giang,MTL,5.0,41160520.32,Fungicide
443,2018,Oct,TGG-026,TGG001,Tiền Giang,JD,1.0,2222858.368,Insecticide
444,2018,Oct,TGG-026,TGG001,Tiền Giang,MTL,4.0,32928416.256,Fungicide
445,2018,Dec,TGG-026,TGG001,Tiền Giang,MTL,4.0,32928416.256,Fungicide
446,2018,Dec,TGG-026,TGG001,Tiền Giang,JO,2.0,6637966.336,Fungicide
447,2019,Jan,TGG-026,TGG001,Tiền Giang,MTL,8.0,65856832.512,Fungicide
448,2019,Jan,TGG-026,TGG001,Tiền Giang,JN,3.0,14803889.28,Insecticide
449,2019,Jan,TGG-026,TGG001,Tiền Giang,JD,1.0,2222858.368,Insecticide
450,2019,Jan,TGG-026,TGG001,Tiền Giang,SO,3.0,3821959.68,PHG & Fertilizer
451,2019,Feb,TGG-026,TGG001,Tiền Giang,MTL,11.0,90553144.704,Fungicide
452,2019,Feb,TGG-026,TGG001,Tiền Giang,JN,2.0,9869259.52,Insecticide
453,2019,Feb,TGG-026,TGG001,Tiền Giang,JD,1.0,2222858.368,Insecticide
454,2018,Sept,NTN-004,NTN002,Ninh Thuận,MTL,7.0,57624728.448,Fungicide
455,2018,Sept,NTN-004,NTN002,Ninh Thuận,MPT,20.0,90552317.44,Insecticide
456,2018,Sept,NTN-004,NTN002,Ninh Thuận,MPO,5.0,29447289.344000008,PCO
457,2018,Sept,NTN-004,NTN002,Ninh Thuận,JN,2.0,9869259.52,Insecticide
458,2019,Jan,NTN-004,NTN002,Ninh Thuận,HO,2.0,14382811.904,Fungicide
459,2019,Jan,NTN-004,NTN002,Ninh Thuận,GO,7.0,11500624.128,Insecticide
460,2019,Jan,NTN-004,NTN002,Ninh Thuận,MPO,5.0,29447289.344000008,PCO
461,2019,Jan,NTN-004,NTN002,Ninh Thuận,JN,4.0,19738519.04,Insecticide
462,2018,Dec,BTE-045,BTE003,Bến Tre,MTL,5.0,41160520.32,Fungicide
463,2018,Dec,BTE-045,BTE003,Bến Tre,MTL,5.0,41934012.16,Fungicide
464,2018,Dec,BTE-045,BTE003,Bến Tre,MPT,2.0,9804732.928,Insecticide
465,2018,Dec,BTE-045,BTE003,Bến Tre,JN,2.0,11763694.08,Insecticide
466,2018,Dec,BTE-045,BTE003,Bến Tre,JN,5.0,24673148.8,Insecticide
467,2018,Dec,BTE-045,BTE003,Bến Tre,WR,2.0,8203149.824,Insecticide
468,2018,Dec,BTE-045,BTE003,Bến Tre,GO,6.0,9857677.824,Insecticide
469,2018,Dec,BTE-045,BTE003,Bến Tre,PAN,3.0,5075264.64,Herbicide & Molluscicide
470,2018,Dec,BTE-045,BTE003,Bến Tre,PAN,3.0,4832049.024,Herbicide & Molluscicide
471,2018,Dec,BTE-045,BTE003,Bến Tre,SO,13.0,16755405.056,PHG & Fertilizer
472,2018,Oct,LDG-023,LDG003,Lâm Đồng,HO,1.0,7191405.952,Fungicide
473,2018,Oct,LDG-023,LDG003,Lâm Đồng,RA,1.0,8478628.736,Fungicide
474,2018,Oct,LDG-023,LDG003,Lâm Đồng,MPT,0.1,343927.7280768,Insecticide
475,2018,Oct,LDG-023,LDG003,Lâm Đồng,MPT,2.0,6878554.561536,Insecticide
476,2019,Mar,LDG-023,LDG003,Lâm Đồng,HO,2.0,14382811.904,Fungicide
477,2019,Mar,LDG-023,LDG003,Lâm Đồng,RA,2.0,16957257.472,Fungicide
478,2019,Mar,LDG-023,LDG003,Lâm Đồng,AN,1.0,4663287.168,Insecticide
